 ,Area,StdDev,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Slice
604,3,1.155,393,395,14.167,412.833,14.167,412.833,5.657,2.365,1.615,135.000,55
605,125,30.266,313,438,419.332,468.788,419.428,468.979,50.284,17.802,8.940,87.168,55
606,51,15.092,332,385,443.931,492.735,443.879,492.682,24.971,9.083,7.149,138.736,55
607,101,22.476,536,630,384.896,655.906,384.956,655.942,37.556,12.705,10.122,63.455,55
608,79,18.873,549,619,402.589,656.449,402.545,656.470,33.456,11.491,8.753,115.058,55
609,4,4.113,543,553,383.000,670.000,383.002,669.997,5.657,2.257,2.257,0.000,55
610,37,12.591,474,523,396.581,685.635,396.570,685.594,22.385,7.983,5.901,130.254,55
611,34,5.326,217,236,296.029,729.088,296.031,729.088,21.556,7.059,6.133,139.486,55
612,10,0.738,171,173,460.000,860.500,459.998,860.499,10.485,4.444,2.865,153.435,55
613,61,8.369,291,324,914.385,78.320,914.370,78.327,28.971,11.080,7.010,12.470,56
614,53,16.216,641,698,913.821,344.142,913.862,344.169,26.728,9.383,7.192,169.684,56
615,7,6.429,360,376,17.214,404.500,17.215,404.512,8.485,3.086,2.888,90.000,56
616,4,2.217,386,391,13.750,408.500,13.751,408.501,8.485,3.676,1.385,39.690,56
617,142,23.176,338,443,421.162,471.289,421.282,471.368,48.284,15.992,11.306,90.657,56
618,17,7.293,323,345,454.265,475.441,454.246,475.443,14.485,5.377,4.025,97.132,56
619,82,23.421,505,598,383.915,650.317,383.976,650.383,33.213,10.342,10.096,88.305,56
620,80,22.562,538,620,401.038,651.875,401.004,651.928,32.627,11.899,8.560,107.290,56
621,37,10.838,500,538,384.149,679.473,384.153,679.442,23.556,8.685,5.424,126.379,56
622,36,5.954,219,240,301.750,728.667,301.758,728.659,21.899,7.543,6.077,157.822,56
623,9,1.658,163,167,457.056,864.389,457.055,864.384,10.485,4.563,2.511,153.435,56
624,55,8.367,291,322,907.336,77.809,907.337,77.838,29.799,9.307,7.524,74.803,57
625,55,12.967,638,685,916.191,342.864,916.207,342.886,28.627,10.006,6.998,30.040,57
626,20,2.462,389,398,15.650,412.950,15.649,412.948,16.728,6.437,3.956,45.330,57
627,79,21.514,342,428,418.006,472.487,418.066,472.639,41.698,13.323,7.550,101.669,57
628,26,11.984,306,344,454.154,478.231,454.098,478.226,17.899,6.411,5.163,163.826,57
629,81,25.777,512,612,394.574,648.796,394.537,648.891,33.799,11.186,9.220,69.191,57
630,40,18.943,480,548,376.700,651.375,376.734,651.419,23.556,9.100,5.597,76.521,57
631,10,3.510,578,588,386.000,652.500,386.004,652.501,10.485,4.444,2.865,26.565,57
632,55,14.524,517,571,382.682,675.464,382.694,675.431,27.799,10.129,6.913,170.694,57
633,44,4.810,220,238,320.636,723.682,320.635,723.687,23.556,7.872,7.117,163.110,57
634,71,10.748,284,325,895.951,89.965,895.966,89.947,30.142,10.850,8.332,74.507,58
635,42,9.292,662,695,920.952,347.357,920.965,347.377,22.971,7.925,6.748,155.712,58
636,19,4.154,385,400,14.974,414.816,14.984,414.802,21.799,8.978,2.695,51.122,58
637,48,16.541,347,404,419.125,472.500,419.228,472.492,26.971,9.997,6.113,6.350,58
638,15,6.488,305,325,451.033,493.833,451.021,493.821,13.899,5.157,3.703,58.147,58
639,77,19.292,548,619,389.617,655.058,389.655,655.112,32.971,10.151,9.658,87.638,58
640,71,20.864,543,619,406.627,656.021,406.577,656.038,30.385,10.414,8.681,122.311,58
641,10,7.646,547,568,385.800,672.800,385.810,672.793,11.314,3.975,3.203,45.000,58
642,28,11.712,498,540,390.964,683.393,390.964,683.363,19.556,6.606,5.397,135.306,58
643,63,12.122,274,320,895.976,97.151,895.986,97.119,30.385,11.265,7.120,104.559,59
644,41,10.890,652,697,923.329,345.012,923.326,345.039,25.799,8.938,5.841,58.486,59
645,8,2.507,391,398,11.500,411.750,11.502,411.753,10.485,3.978,2.560,65.593,59
646,56,21.491,328,401,425.375,463.804,425.509,463.895,32.627,11.233,6.347,150.384,59
647,1,0.000,371,371,434.500,462.500,434.500,462.500,2.828,1.128,1.128,0.000,59
648,31,10.302,322,360,447.048,493.210,447.026,493.164,20.728,7.373,5.353,95.303,59
649,69,20.588,515,591,408.399,650.413,408.346,650.455,29.556,9.498,9.250,99.734,59
650,71,21.378,551,632,390.613,652.908,390.648,652.967,30.971,10.476,8.630,93.467,59
651,13,4.969,576,591,389.808,670.731,389.807,670.721,15.314,6.579,2.516,114.006,59
652,35,10.745,540,575,392.929,678.443,392.933,678.425,21.314,8.414,5.297,3.100,59
653,41,4.598,224,239,345.305,731.037,345.299,731.039,23.556,8.456,6.173,60.623,59
654,7,3.259,586,593,696.500,757.214,696.503,757.213,9.071,3.086,2.888,0.000,59
655,71,13.241,287,337,900.289,93.092,900.313,93.084,31.456,11.435,7.906,6.134,60
656,28,8.101,669,696,924.393,342.571,924.391,342.580,18.728,7.372,4.836,22.774,60
657,16,2.895,396,404,7.312,414.125,7.316,414.127,18.728,6.422,3.172,55.414,60
658,38,17.920,315,375,423.000,462.289,423.081,462.355,22.971,8.551,5.658,143.998,60
659,19,7.799,335,361,440.026,495.921,440.024,495.892,15.899,6.057,3.994,73.314,60
660,73,18.936,561,632,398.116,651.500,398.089,651.537,30.971,10.810,8.598,148.959,60
661,62,22.504,551,634,381.984,656.758,382.051,656.800,28.971,9.590,8.231,140.743,60
662,20,12.260,548,591,385.450,673.300,385.451,673.250,21.314,8.847,2.878,90.970,60
663,31,15.745,479,535,388.403,683.403,388.406,683.358,20.385,6.593,5.987,119.599,60
664,60,6.476,221,244,346.333,742.983,346.322,742.969,27.556,9.564,7.988,18.071,60
665,4,2.887,576,583,711.000,768.000,710.999,767.998,5.657,2.257,2.257,0.000,60
666,65,8.470,299,330,905.315,84.885,905.318,84.892,30.971,10.471,7.904,127.802,61
667,30,11.404,645,684,924.933,341.033,924.947,341.056,20.142,7.239,5.277,127.652,61
668,15,3.262,390,402,10.567,414.167,10.564,414.162,14.485,5.975,3.197,95.414,61
669,3,5.132,345,355,427.833,461.167,427.837,461.172,5.657,2.365,1.615,135.000,61
670,7,3.309,347,356,441.071,495.357,441.067,495.353,9.899,3.516,2.535,169.099,61
671,64,18.034,573,640,384.547,660.703,384.582,660.730,29.556,10.624,7.670,93.702,61
672,64,16.705,577,637,401.172,660.672,401.145,660.683,29.213,10.729,7.595,100.948,61
673,17,13.170,521,560,380.500,675.500,380.523,675.479,14.142,5.476,3.953,45.000,61
674,25,15.514,436,488,381.300,687.180,381.300,687.130,17.899,6.875,4.630,118.019,61
675,2,2.121,582,585,696.000,750.500,696.001,750.500,4.243,2.257,1.128,0.000,61
676,64,9.660,295,334,900.625,79.609,900.616,79.623,29.556,10.681,7.629,21.352,62
677,41,9.734,667,701,932.232,344.646,932.234,344.663,22.728,7.744,6.741,120.069,62
678,7,5.843,373,389,11.786,409.357,11.772,409.364,9.899,3.926,2.270,18.435,62
679,17,3.077,393,404,7.324,414.441,7.322,414.437,14.728,5.176,4.181,63.882,62
680,58,17.753,594,664,388.000,657.793,388.031,657.812,29.556,9.073,8.139,55.018,62
681,67,18.887,581,645,403.619,659.769,403.575,659.769,29.799,9.800,8.705,83.217,62
682,33,18.118,537,592,383.924,673.652,383.961,673.596,22.142,8.889,4.727,59.129,62
683,34,15.480,458,518,382.618,683.176,382.596,683.116,24.385,10.298,4.204,127.604,62
684,40,4.727,222,240,354.850,731.725,354.843,731.729,23.314,8.893,5.727,64.711,62
685,11,4.011,223,235,897.682,94.955,897.697,94.950,12.728,4.569,3.066,173.120,63
686,30,10.682,427,465,408.600,648.533,408.566,648.545,19.314,7.122,5.363,4.225,63
687,15,5.772,468,486,392.100,652.567,392.107,652.575,13.314,4.973,3.841,80.538,63
